App,Category,Rating,Reviews,Size_MB,Installs,Type,Price,Content_Rating,Genres,Sentiment
App_293,Productivity,4.7,772677,87.5,"50,000+",Paid,1.84,Everyone,Comics,Neutral
App_294,Music,2.0,245227,72.7,"1,000,000+",Free,0.0,Teen,Entertainment,Negative
App_295,Entertainment,3.3,887800,12.9,"1,000+",Free,0.0,Everyone,Photography,Neutral
App_296,Finance,1.7,760901,90.3,"5,000,000+",Free,0.0,Mature 17+,Comics,Neutral
App_297,Communication,1.1,17447,7.6,"1,000,000+",Free,0.0,Teen,Shopping,Negative
App_298,Finance,2.2,672380,53.9,"1,000+",Free,0.0,Mature 17+,Productivity,Positive
App_299,Photography,4.1,556210,15.1,"500,000+",Free,0.0,Teen,Communication,Neutral
App_300,Food & Drink,2.1,964263,2.2,"5,000,000+",Free,0.0,Mature 17+,Art & Design,Negative
App_301,Photography,1.9,564496,42.8,"500,000+",Free,0.0,Teen,Education,Positive
App_302,Art & Design,1.9,915487,30.2,"5,000,000+",Free,0.0,Teen,Art & Design,Neutral
App_303,Tools,3.1,482415,49.1,"500,000+",Free,0.0,Teen,Shopping,Negative
App_304,Entertainment,4.9,8067,58.1,"10,000,000+",Free,0.0,Teen,Art & Design,Neutral
App_305,Food & Drink,2.8,897251,5.3,"1,000,000+",Free,0.0,Mature 17+,Music,Negative
App_306,Education,3.2,536259,13.2,"100,000+",Free,0.0,Mature 17+,Tools,Negative
App_307,Communication,4.4,225471,56.3,"5,000,000+",Free,0.0,Teen,Photography,Neutral
App_308,Business,3.1,208624,35.0,"10,000,000+",Free,0.0,Teen,Photography,Neutral
App_309,Entertainment,1.7,729730,73.2,"5,000,000+",Free,0.0,Mature 17+,Social,Negative
App_310,Entertainment,2.2,164785,65.6,"500,000+",Free,0.0,Teen,Finance,Positive
App_311,Photography,2.2,552567,84.7,"1,000+",Free,0.0,Teen,Productivity,Neutral
App_312,Tools,2.6,251637,69.6,"5,000,000+",Free,0.0,Teen,Entertainment,Negative
App_313,Art & Design,2.7,707648,43.6,"10,000,000+",Free,0.0,Everyone,Business,Negative
App_314,Health & Fitness,4.2,841631,67.6,"500,000+",Free,0.0,Teen,Social,Positive
App_315,Productivity,2.4,559650,28.3,"10,000+",Free,0.0,Everyone,Photography,Positive
App_316,Photography,2.9,864745,31.3,"500,000+",Free,0.0,Teen,Productivity,Positive
App_317,Entertainment,3.5,379651,79.1,"1,000,000+",Paid,1.29,Mature 17+,Business,Neutral
App_318,Shopping,2.5,935872,45.2,"100,000+",Free,0.0,Everyone,Photography,Negative
App_319,Comics,4.3,471182,80.0,"10,000+",Free,0.0,Everyone,Finance,Negative
App_320,Communication,3.3,872801,82.4,"1,000,000+",Free,0.0,Teen,Art & Design,Negative
App_321,Productivity,2.2,60645,85.9,"1,000,000+",Free,0.0,Teen,Shopping,Positive
App_322,Photography,3.9,234655,91.7,"1,000,000+",Paid,5.48,Everyone,Business,Negative
App_323,Communication,3.1,223994,43.7,"1,000+",Free,0.0,Mature 17+,Productivity,Neutral
App_324,Comics,3.1,727606,32.6,"1,000,000+",Paid,6.4,Mature 17+,Food & Drink,Positive
App_325,Music,2.9,989570,58.6,"1,000+",Paid,1.55,Teen,Entertainment,Positive
App_326,Comics,3.0,302166,37.7,"1,000,000+",Paid,7.48,Mature 17+,Tools,Positive
App_327,Tools,4.1,996968,60.5,"50,000+",Free,0.0,Mature 17+,Social,Positive
App_328,Comics,1.4,567301,70.9,"10,000,000+",Free,0.0,Teen,Business,Neutral
App_329,Communication,2.3,359277,69.2,"10,000+",Free,0.0,Mature 17+,Finance,Negative
App_330,Finance,1.3,367036,38.1,"50,000+",Free,0.0,Teen,Communication,Neutral
App_331,Communication,4.0,250597,17.5,"1,000,000+",Free,0.0,Everyone,Business,Negative
App_332,Health & Fitness,2.1,973281,43.6,"10,000+",Free,0.0,Teen,Productivity,Neutral
App_333,Art & Design,,443157,15.1,"10,000+",Free,0.0,Everyone,Entertainment,Positive
App_334,Food & Drink,3.1,701792,89.1,"5,000,000+",Free,0.0,Everyone,Photography,Positive
App_335,Finance,4.2,485378,35.2,"100,000+",Free,0.0,Mature 17+,Tools,Neutral
App_336,Business,4.9,906395,16.3,"50,000+",Free,0.0,Mature 17+,Health & Fitness,Neutral
App_337,Food & Drink,4.4,156204,3.5,"100,000+",Free,0.0,Mature 17+,Photography,Negative
App_338,Art & Design,4.5,693306,64.9,"10,000+",Free,0.0,Teen,Health & Fitness,Neutral
App_339,Photography,2.6,714934,64.1,"1,000+",Free,0.0,Mature 17+,Social,Neutral
App_340,Productivity,,45036,34.7,"10,000+",Free,0.0,Everyone,Food & Drink,Negative
App_341,Health & Fitness,2.0,685254,8.1,"100,000+",Free,0.0,Mature 17+,Tools,Negative
App_342,Health & Fitness,1.8,717048,41.6,"50,000+",Paid,3.06,Mature 17+,Comics,Negative
App_343,Business,3.0,202156,31.8,"1,000,000+",Free,0.0,Teen,Comics,Neutral
App_344,Finance,3.4,967935,68.0,"5,000,000+",Free,0.0,Teen,Business,Negative
App_345,Tools,2.4,225569,61.0,"5,000,000+",Free,0.0,Everyone,Education,Positive
App_346,Social,3.3,28241,37.1,"5,000,000+",Free,0.0,Teen,Social,Positive
App_347,Music,4.5,926678,22.6,"1,000,000+",Free,0.0,Mature 17+,Productivity,Positive
App_348,Comics,3.2,137578,98.8,"5,000,000+",Free,0.0,Teen,Social,Neutral
App_349,Finance,3.9,97459,45.9,"50,000+",Free,0.0,Everyone,Communication,Positive
App_350,Productivity,4.2,909811,69.1,"1,000,000+",Free,0.0,Mature 17+,Finance,Neutral
App_351,Music,5.0,154463,14.9,"5,000,000+",Free,0.0,Everyone,Communication,Neutral
App_352,Health & Fitness,3.4,565956,49.1,"1,000,000+",Free,0.0,Teen,Health & Fitness,Positive
App_353,Communication,4.2,621927,3.7,"100,000+",Paid,7.16,Teen,Productivity,Negative
App_354,Productivity,4.9,571239,51.0,"10,000,000+",Paid,9.83,Everyone,Productivity,Neutral
App_355,Art & Design,4.8,493258,96.4,"10,000,000+",Free,0.0,Mature 17+,Business,Positive
App_356,Business,1.6,579211,39.0,"50,000+",Free,0.0,Teen,Photography,Neutral
App_357,Art & Design,2.6,23412,4.9,"500,000+",Free,0.0,Teen,Social,Negative
App_358,Social,2.3,960712,4.1,"1,000+",Free,0.0,Mature 17+,Entertainment,Negative
App_359,Productivity,1.3,984522,39.4,"5,000,000+",Free,0.0,Teen,Tools,Positive
App_360,Education,3.5,427487,16.8,"1,000+",Paid,7.21,Everyone,Finance,Neutral
App_361,Education,3.9,435095,3.3,"1,000,000+",Free,0.0,Teen,Communication,Neutral
App_362,Photography,4.4,724288,75.9,"1,000+",Free,0.0,Teen,Shopping,Neutral
App_363,Finance,1.5,500631,46.4,"50,000+",Free,0.0,Mature 17+,Entertainment,Neutral
App_364,Health & Fitness,4.5,885255,29.6,"50,000+",Paid,8.94,Everyone,Finance,Positive
App_365,Health & Fitness,3.6,798943,90.1,"10,000+",Free,0.0,Mature 17+,Communication,Negative
App_366,Comics,3.8,496137,12.5,"10,000,000+",Free,0.0,Teen,Tools,Positive
App_367,Comics,4.6,249162,95.6,"5,000,000+",Free,0.0,Teen,Food & Drink,Neutral
App_368,Comics,3.5,843541,32.1,"10,000+",Free,0.0,Mature 17+,Health & Fitness,Neutral
App_369,Communication,2.3,408738,89.0,"1,000+",Free,0.0,Mature 17+,Art & Design,Negative
App_370,Food & Drink,4.3,435784,60.7,"500,000+",Paid,9.52,Mature 17+,Finance,Neutral
App_371,Entertainment,2.5,556759,82.8,"10,000+",Free,0.0,Everyone,Health & Fitness,Positive
App_372,Food & Drink,1.1,57122,98.4,"10,000+",Free,0.0,Teen,Tools,Positive
App_373,Art & Design,4.3,333473,29.6,"50,000+",Free,0.0,Mature 17+,Productivity,Negative
App_374,Food & Drink,2.4,99171,96.2,"500,000+",Free,0.0,Teen,Music,Positive
App_375,Communication,4.1,182368,39.6,"1,000,000+",Free,0.0,Everyone,Education,Positive
App_376,Photography,2.5,997958,39.2,"1,000+",Free,0.0,Everyone,Productivity,Positive
App_377,Art & Design,4.4,359018,34.7,"10,000+",Free,0.0,Everyone,Business,Positive
App_378,Food & Drink,1.9,489726,54.6,"500,000+",Free,0.0,Everyone,Music,Neutral
App_379,Communication,4.9,288959,16.3,"10,000,000+",Free,0.0,Teen,Entertainment,Positive
App_380,Entertainment,4.1,814137,55.8,"5,000,000+",Free,0.0,Everyone,Productivity,Negative
App_381,Food & Drink,1.5,624241,54.6,"500,000+",Paid,5.37,Everyone,Productivity,Negative
App_382,Communication,3.3,555562,76.4,"10,000,000+",Free,0.0,Mature 17+,Finance,Positive
App_383,Social,4.9,927560,83.5,"1,000+",Free,0.0,Everyone,Business,Negative
App_384,Comics,2.9,497760,44.6,"500,000+",Free,0.0,Mature 17+,Business,Positive
App_385,Social,1.7,76473,30.9,"10,000,000+",Free,0.0,Everyone,Music,Negative
App_386,Health & Fitness,2.9,855784,26.7,"500,000+",Free,0.0,Everyone,Tools,Negative
App_387,Comics,3.0,193121,20.3,"500,000+",Free,0.0,Mature 17+,Social,Positive
App_388,Health & Fitness,4.0,193818,6.7,"5,000,000+",Free,0.0,Everyone,Productivity,Positive
App_389,Shopping,3.8,594405,34.9,"10,000,000+",Free,0.0,Teen,Music,Neutral
App_390,Business,2.6,63137,27.8,"10,000,000+",Free,0.0,Teen,Art & Design,Positive
App_391,Social,1.9,614206,96.7,"10,000+",Free,0.0,Everyone,Communication,Positive
App_392,Business,3.6,530936,56.2,"1,000+",Paid,7.31,Teen,Finance,Neutral
App_393,Business,2.7,641369,35.4,"5,000,000+",Free,0.0,Mature 17+,Social,Positive
App_394,Entertainment,1.5,234313,58.5,"500,000+",Free,0.0,Everyone,Health & Fitness,Positive
App_395,Comics,4.6,204466,14.8,"500,000+",Paid,8.66,Everyone,Tools,Neutral
App_396,Shopping,3.8,502520,45.0,"10,000+",Paid,4.2,Mature 17+,Comics,Positive
App_397,Health & Fitness,3.7,154349,63.0,"1,000+",Free,0.0,Mature 17+,Productivity,Positive
App_398,Communication,4.3,286266,49.4,"50,000+",Free,0.0,Mature 17+,Photography,Neutral
App_399,Art & Design,3.1,630685,40.8,"5,000,000+",Free,0.0,Everyone,Finance,Neutral
App_400,Communication,4.3,661002,99.4,"10,000+",Free,0.0,Mature 17+,Finance,Negative
App_401,Art & Design,,222184,88.2,"1,000+",Free,0.0,Mature 17+,Finance,Positive
App_402,Social,1.3,489636,62.7,"5,000,000+",Free,0.0,Teen,Business,Negative
App_403,Education,2.6,60528,57.4,"500,000+",Free,0.0,Teen,Entertainment,Negative
App_404,Communication,3.0,678200,62.4,"1,000+",Free,0.0,Everyone,Business,Neutral
App_405,Food & Drink,3.9,321597,20.9,"1,000+",Free,0.0,Teen,Entertainment,Positive
App_406,Food & Drink,1.4,637520,40.1,"1,000,000+",Free,0.0,Teen,Shopping,Positive
App_407,Finance,1.6,187704,4.9,"1,000+",Free,0.0,Mature 17+,Music,Neutral
App_408,Comics,2.1,540440,48.1,"50,000+",Free,0.0,Mature 17+,Comics,Negative
App_409,Art & Design,2.1,100789,54.8,"1,000+",Free,0.0,Teen,Social,Neutral
App_410,Art & Design,3.9,702536,23.5,"50,000+",Paid,3.34,Teen,Business,Positive
App_411,Productivity,2.0,446736,96.4,"500,000+",Free,0.0,Teen,Productivity,Neutral
App_412,Photography,3.5,656131,91.0,"50,000+",Free,0.0,Everyone,Tools,Positive
App_413,Comics,3.0,262407,72.5,"5,000,000+",Free,0.0,Everyone,Social,Negative
App_414,Entertainment,3.3,303668,53.8,"500,000+",Free,0.0,Everyone,Entertainment,Positive
App_415,Finance,4.4,502854,87.1,"500,000+",Paid,9.51,Teen,Business,Negative
App_416,Entertainment,2.6,971348,13.9,"50,000+",Free,0.0,Teen,Education,Negative
App_417,Social,4.1,463647,79.3,"10,000,000+",Free,0.0,Everyone,Business,Positive
App_418,Social,2.7,403950,13.4,"10,000+",Free,0.0,Everyone,Comics,Positive
App_419,Entertainment,2.4,135970,79.6,"100,000+",Free,0.0,Teen,Comics,Negative
App_420,Entertainment,4.8,284664,28.3,"10,000,000+",Free,0.0,Mature 17+,Entertainment,Neutral
App_421,Shopping,1.7,510359,87.8,"1,000+",Free,0.0,Everyone,Entertainment,Positive
App_422,Comics,1.4,644963,94.5,"1,000,000+",Free,0.0,Teen,Music,Negative
App_423,Entertainment,4.1,782618,15.7,"100,000+",Free,0.0,Teen,Comics,Negative
App_424,Food & Drink,1.3,291544,46.8,"1,000+",Free,0.0,Mature 17+,Comics,Neutral
App_425,Photography,4.3,876413,98.1,"10,000,000+",Paid,7.53,Teen,Shopping,Positive
App_426,Photography,2.7,10849,48.9,"10,000,000+",Free,0.0,Teen,Productivity,Negative
App_427,Business,4.7,628519,86.5,"1,000+",Free,0.0,Everyone,Shopping,Neutral
App_428,Education,3.9,680581,59.3,"500,000+",Free,0.0,Everyone,Art & Design,Negative
App_429,Social,3.4,915095,38.2,"1,000+",Paid,2.97,Mature 17+,Finance,Positive
App_430,Art & Design,4.8,299731,29.3,"1,000,000+",Free,0.0,Mature 17+,Shopping,Neutral
App_431,Productivity,2.6,225119,21.1,"10,000,000+",Free,0.0,Teen,Food & Drink,Negative
App_432,Tools,4.8,426677,76.4,"1,000+",Free,0.0,Everyone,Business,Neutral
App_433,Art & Design,1.5,807755,39.3,"50,000+",Free,0.0,Mature 17+,Communication,Positive
App_434,Education,2.9,597318,51.6,"100,000+",Free,0.0,Mature 17+,Music,Neutral
App_435,Productivity,2.1,669516,49.7,"50,000+",Free,0.0,Mature 17+,Finance,Positive
App_436,Shopping,3.2,290624,58.2,"1,000,000+",Free,0.0,Teen,Food & Drink,Negative
App_437,Comics,1.6,812567,86.7,"1,000+",Free,0.0,Everyone,Art & Design,Positive
App_438,Communication,4.4,817152,98.1,"5,000,000+",Free,0.0,Mature 17+,Communication,Negative
App_439,Comics,4.4,937481,,"1,000,000+",Free,0.0,Everyone,Entertainment,Negative
App_440,Art & Design,4.8,256653,82.9,"500,000+",Free,0.0,Mature 17+,Comics,Positive
App_441,Art & Design,1.6,448632,76.7,"50,000+",Free,0.0,Mature 17+,Education,Negative
App_442,Productivity,3.5,719501,57.8,"50,000+",Free,0.0,Everyone,Music,Neutral
App_443,Productivity,2.9,379604,95.6,"10,000+",Free,0.0,Everyone,Health & Fitness,Negative
App_444,Social,2.4,53452,20.8,"1,000+",Free,0.0,Everyone,Photography,Positive
App_445,Shopping,2.4,424227,11.8,"500,000+",Free,0.0,Teen,Shopping,Neutral
App_446,Social,2.7,163956,85.5,"5,000,000+",Free,0.0,Mature 17+,Comics,Neutral
App_447,Education,3.8,3291,44.5,"50,000+",Free,0.0,Teen,Education,Negative
App_448,Entertainment,3.4,950764,84.8,"50,000+",Free,0.0,Everyone,Food & Drink,Negative
App_449,Comics,,877068,89.4,"500,000+",Free,0.0,Mature 17+,Entertainment,Positive
App_450,Productivity,1.3,628964,7.2,"1,000,000+",Free,0.0,Teen,Communication,Neutral
App_451,Health & Fitness,1.3,195813,88.5,"1,000,000+",Free,0.0,Mature 17+,Food & Drink,Positive
App_452,Education,1.0,443039,45.4,"1,000+",Free,0.0,Teen,Photography,Negative
App_453,Food & Drink,4.9,3731,51.5,"10,000,000+",Free,0.0,Everyone,Comics,Neutral
App_454,Shopping,1.0,137344,63.0,"10,000+",Free,0.0,Teen,Comics,Positive
App_455,Art & Design,,304324,92.7,"50,000+",Free,0.0,Mature 17+,Communication,Positive
App_456,Social,2.3,220269,2.9,"10,000,000+",Paid,5.03,Mature 17+,Health & Fitness,Positive
App_457,Education,4.2,614741,48.2,"10,000,000+",Paid,8.16,Mature 17+,Education,Positive
App_458,Tools,4.8,413597,69.1,"10,000+",Free,0.0,Mature 17+,Food & Drink,Positive
App_459,Comics,4.2,553059,72.5,"10,000,000+",Free,0.0,Everyone,Entertainment,Neutral
App_460,Productivity,3.8,647199,69.6,"10,000,000+",Free,0.0,Teen,Comics,Positive
App_461,Art & Design,3.1,706891,14.3,"1,000,000+",Free,0.0,Everyone,Tools,Neutral
App_462,Communication,1.3,222072,30.6,"1,000,000+",Free,0.0,Everyone,Food & Drink,Positive
App_463,Tools,4.8,777599,36.5,"100,000+",Free,0.0,Everyone,Productivity,Negative
App_464,Shopping,4.0,389978,80.6,"5,000,000+",Free,0.0,Mature 17+,Health & Fitness,Negative
App_465,Education,3.6,748421,28.6,"1,000+",Free,0.0,Mature 17+,Food & Drink,Positive
App_466,Finance,,508779,21.9,"10,000,000+",Free,0.0,Mature 17+,Shopping,Negative
App_467,Art & Design,3.9,421918,95.8,"100,000+",Free,0.0,Teen,Communication,Neutral
App_468,Comics,3.5,744249,1.9,"5,000,000+",Free,0.0,Mature 17+,Social,Positive
App_469,Business,4.9,837931,99.8,"100,000+",Free,0.0,Teen,Social,Neutral
App_470,Health & Fitness,4.6,678932,68.0,"100,000+",Free,0.0,Mature 17+,Shopping,Positive
App_471,Music,3.6,704690,83.0,"1,000+",Free,0.0,Mature 17+,Photography,Negative
App_472,Tools,3.8,991220,30.2,"1,000+",Free,0.0,Everyone,Entertainment,Neutral
App_473,Entertainment,1.2,7199,2.4,"500,000+",Paid,5.91,Everyone,Art & Design,Negative
App_474,Music,3.7,774074,74.0,"10,000+",Free,0.0,Everyone,Communication,Negative
App_475,Comics,,418747,83.6,"10,000+",Paid,6.84,Teen,Food & Drink,Positive
App_476,Food & Drink,3.4,580880,74.3,"500,000+",Paid,7.77,Teen,Art & Design,Neutral
App_477,Social,5.0,96822,15.1,"500,000+",Free,0.0,Mature 17+,Comics,Negative
App_478,Food & Drink,3.2,965288,75.6,"1,000,000+",Free,0.0,Teen,Art & Design,Positive
App_479,Business,2.9,554499,77.1,"5,000,000+",Free,0.0,Mature 17+,Health & Fitness,Positive
App_480,Tools,2.3,64036,66.2,"100,000+",Paid,6.59,Teen,Business,Positive
App_481,Entertainment,,678074,76.8,"10,000,000+",Free,0.0,Teen,Health & Fitness,Negative
App_482,Finance,3.9,223432,84.7,"500,000+",Free,0.0,Teen,Shopping,Positive
App_483,Business,1.8,959595,61.7,"50,000+",Free,0.0,Everyone,Communication,Neutral
App_484,Tools,1.5,725936,9.8,"10,000+",Free,0.0,Teen,Business,Neutral
App_485,Photography,2.7,773419,49.3,"500,000+",Free,0.0,Everyone,Communication,Negative
App_486,Music,4.2,323164,8.7,"50,000+",Free,0.0,Everyone,Productivity,Neutral
App_487,Business,4.0,487610,41.3,"50,000+",Free,0.0,Teen,Photography,Positive
App_488,Music,1.2,63630,41.3,"50,000+",Paid,5.85,Mature 17+,Photography,Negative
App_489,Art & Design,2.8,429540,7.5,"1,000,000+",Free,0.0,Mature 17+,Music,Positive
App_490,Food & Drink,3.1,270032,35.5,"1,000,000+",Paid,7.74,Mature 17+,Entertainment,Negative
App_491,Art & Design,3.6,552470,12.0,"10,000,000+",Free,0.0,Teen,Tools,Negative
App_492,Health & Fitness,3.6,909819,81.0,"10,000,000+",Free,0.0,Mature 17+,Photography,Positive
App_493,Photography,2.5,613958,94.8,"50,000+",Free,0.0,Everyone,Finance,Neutral
App_494,Entertainment,3.2,625403,8.2,"5,000,000+",Free,0.0,Mature 17+,Comics,Neutral
App_495,Finance,2.9,732276,95.6,"1,000,000+",Free,0.0,Teen,Comics,Negative
App_496,Shopping,4.5,870120,52.7,"100,000+",Free,0.0,Mature 17+,Productivity,Positive
App_497,Music,3.1,147703,30.7,"50,000+",Free,0.0,Everyone,Music,Positive
App_498,Finance,2.8,874872,8.6,"100,000+",Paid,7.54,Teen,Productivity,Negative
App_499,Music,2.6,618827,50.6,"100,000+",Paid,6.66,Mature 17+,Food & Drink,Neutral
App_500,Comics,3.3,962461,,"50,000+",Free,0.0,Teen,Education,Positive
App_501,Business,4.2,141314,71.0,"10,000+",Free,0.0,Teen,Communication,Neutral
App_502,Health & Fitness,3.2,639441,6.0,"5,000,000+",Free,0.0,Teen,Finance,Neutral
App_503,Food & Drink,3.6,572743,,"50,000+",Free,0.0,Mature 17+,Finance,Negative
App_504,Shopping,4.0,403182,40.9,"10,000,000+",Paid,4.23,Teen,Shopping,Negative
App_505,Productivity,3.1,201239,30.2,"50,000+",Free,0.0,Mature 17+,Health & Fitness,Neutral
App_506,Music,2.7,759094,24.0,"1,000,000+",Free,0.0,Everyone,Health & Fitness,Positive
App_507,Finance,4.5,649814,28.8,"50,000+",Paid,4.64,Mature 17+,Education,Positive
App_508,Health & Fitness,2.7,588415,80.5,"10,000+",Free,0.0,Everyone,Shopping,Negative
App_509,Communication,2.8,451222,,"1,000,000+",Free,0.0,Mature 17+,Productivity,Neutral
App_510,Shopping,5.0,159310,41.1,"10,000,000+",Free,0.0,Teen,Shopping,Positive
App_511,Communication,1.0,92701,90.7,"1,000+",Free,0.0,Mature 17+,Food & Drink,Positive
App_512,Art & Design,1.7,30056,32.8,"1,000+",Free,0.0,Teen,Music,Negative
App_513,Food & Drink,2.5,238440,48.2,"100,000+",Free,0.0,Everyone,Art & Design,Neutral
App_514,Social,4.7,629185,,"5,000,000+",Free,0.0,Mature 17+,Health & Fitness,Positive
App_515,Social,1.3,911449,64.4,"100,000+",Free,0.0,Teen,Food & Drink,Negative
App_516,Productivity,1.0,912835,97.9,"10,000+",Free,0.0,Everyone,Entertainment,Positive
App_517,Comics,1.2,469611,60.7,"500,000+",Free,0.0,Everyone,Shopping,Positive
App_518,Finance,1.4,660899,36.4,"10,000,000+",Free,0.0,Mature 17+,Comics,Positive
App_519,Tools,1.2,964845,65.1,"5,000,000+",Free,0.0,Everyone,Comics,Negative
App_520,Productivity,2.9,829065,13.2,"10,000,000+",Free,0.0,Teen,Food & Drink,Neutral
App_521,Business,3.3,421586,89.0,"1,000+",Free,0.0,Everyone,Education,Negative
App_522,Business,2.1,603203,50.8,"100,000+",Free,0.0,Everyone,Music,Neutral
App_523,Finance,2.6,39379,45.5,"10,000,000+",Free,0.0,Teen,Photography,Positive
App_524,Tools,1.4,372031,59.0,"1,000+",Free,0.0,Everyone,Social,Neutral
App_525,Entertainment,2.3,941492,62.9,"10,000+",Free,0.0,Everyone,Finance,Positive
App_526,Comics,3.1,148802,8.1,"10,000+",Free,0.0,Everyone,Education,Positive
App_527,Health & Fitness,3.9,61163,68.6,"500,000+",Free,0.0,Everyone,Food & Drink,Negative
App_528,Music,1.0,773987,25.0,"10,000,000+",Free,0.0,Teen,Music,Positive
App_529,Tools,2.9,254411,71.7,"500,000+",Free,0.0,Everyone,Music,Negative
App_530,Social,,652284,82.4,"1,000,000+",Free,0.0,Teen,Communication,Neutral
App_531,Shopping,4.4,690604,80.6,"5,000,000+",Free,0.0,Everyone,Business,Neutral
App_532,Entertainment,3.9,445477,55.7,"10,000,000+",Free,0.0,Everyone,Comics,Positive
App_533,Music,3.4,490034,52.5,"10,000+",Paid,9.72,Everyone,Food & Drink,Negative
App_534,Music,2.1,519189,15.1,"100,000+",Free,0.0,Everyone,Tools,Positive
App_535,Entertainment,4.6,746534,77.8,"1,000+",Free,0.0,Teen,Photography,Negative
App_536,Art & Design,1.2,208532,27.9,"50,000+",Free,0.0,Teen,Shopping,Negative
App_537,Communication,1.4,182151,50.2,"500,000+",Free,0.0,Teen,Finance,Negative
App_538,Music,2.6,97761,29.1,"50,000+",Free,0.0,Mature 17+,Shopping,Neutral
App_539,Entertainment,1.5,924583,14.2,"10,000,000+",Free,0.0,Everyone,Business,Negative
App_540,Tools,4.8,943793,63.3,"100,000+",Free,0.0,Everyone,Entertainment,Neutral
App_541,Entertainment,4.2,698060,6.4,"500,000+",Free,0.0,Teen,Health & Fitness,Negative
App_542,Photography,2.0,452876,75.1,"50,000+",Free,0.0,Mature 17+,Tools,Neutral
App_543,Productivity,3.4,471356,32.4,"5,000,000+",Free,0.0,Everyone,Communication,Neutral
App_544,Education,4.9,123357,1.0,"100,000+",Free,0.0,Teen,Health & Fitness,Neutral
App_545,Art & Design,4.5,979162,51.6,"1,000+",Free,0.0,Everyone,Business,Positive
App_546,Food & Drink,3.4,872737,5.6,"5,000,000+",Paid,2.0,Everyone,Business,Negative
App_547,Education,4.6,269154,28.3,"100,000+",Free,0.0,Teen,Health & Fitness,Positive
App_548,Productivity,5.0,975317,71.0,"1,000,000+",Paid,3.41,Teen,Productivity,Negative
App_549,Productivity,4.0,833389,7.2,"500,000+",Free,0.0,Everyone,Finance,Negative
App_550,Productivity,1.3,559352,84.1,"10,000+",Free,0.0,Everyone,Finance,Positive
App_551,Education,2.6,418543,1.4,"1,000+",Free,0.0,Teen,Art & Design,Neutral
App_552,Finance,4.4,923582,25.4,"10,000,000+",Free,0.0,Everyone,Shopping,Negative
App_553,Communication,1.9,803685,74.3,"5,000,000+",Free,0.0,Everyone,Photography,Neutral
App_554,Entertainment,4.3,322009,32.3,"5,000,000+",Free,0.0,Teen,Entertainment,Positive
App_555,Shopping,1.5,754544,11.1,"50,000+",Free,0.0,Everyone,Shopping,Neutral
App_556,Communication,1.2,632600,36.7,"500,000+",Paid,5.42,Everyone,Finance,Negative
App_557,Social,2.5,563459,27.8,"10,000,000+",Free,0.0,Mature 17+,Photography,Negative
App_558,Tools,1.1,113090,84.4,"10,000+",Free,0.0,Teen,Social,Negative
App_559,Comics,4.8,69619,32.0,"100,000+",Free,0.0,Mature 17+,Entertainment,Positive
App_560,Finance,4.3,9603,79.1,"10,000+",Free,0.0,Mature 17+,Entertainment,Negative
App_561,Food & Drink,4.2,191875,89.3,"500,000+",Free,0.0,Mature 17+,Business,Positive
App_562,Communication,3.5,981983,43.9,"500,000+",Free,0.0,Everyone,Entertainment,Neutral
App_563,Shopping,1.9,619845,91.1,"1,000,000+",Paid,8.52,Everyone,Communication,Negative
App_564,Business,3.1,713326,38.4,"1,000,000+",Free,0.0,Mature 17+,Health & Fitness,Negative
App_565,Productivity,3.4,148077,96.4,"10,000+",Free,0.0,Mature 17+,Tools,Negative
App_566,Music,3.1,570226,9.8,"100,000+",Free,0.0,Mature 17+,Productivity,Neutral
App_567,Social,2.0,911732,69.0,"10,000+",Paid,2.46,Everyone,Art & Design,Negative
App_568,Comics,3.1,451595,49.9,"500,000+",Free,0.0,Mature 17+,Shopping,Positive
App_569,Art & Design,3.0,613877,39.4,"500,000+",Free,0.0,Mature 17+,Food & Drink,Neutral
App_570,Food & Drink,5.0,26906,63.6,"50,000+",Free,0.0,Teen,Education,Neutral
App_571,Tools,4.6,176172,70.7,"1,000,000+",Free,0.0,Teen,Art & Design,Neutral
App_572,Comics,2.9,415484,1.4,"10,000,000+",Free,0.0,Everyone,Communication,Neutral
App_573,Productivity,,70219,17.5,"10,000,000+",Free,0.0,Teen,Art & Design,Neutral
App_574,Music,4.0,825246,71.6,"10,000,000+",Free,0.0,Teen,Entertainment,Positive
App_575,Finance,1.1,185265,67.0,"50,000+",Free,0.0,Teen,Business,Neutral
App_576,Music,4.6,841951,96.6,"1,000+",Free,0.0,Everyone,Tools,Negative
App_577,Education,4.4,966749,76.3,"10,000,000+",Free,0.0,Teen,Education,Neutral
App_578,Music,2.8,629820,95.1,"500,000+",Free,0.0,Everyone,Finance,Neutral
App_579,Education,2.6,470741,70.6,"50,000+",Free,0.0,Mature 17+,Business,Neutral
App_580,Social,2.1,879481,30.5,"10,000+",Free,0.0,Teen,Entertainment,Neutral
App_581,Finance,2.9,471127,11.4,"1,000,000+",Free,0.0,Everyone,Entertainment,Neutral
App_582,Tools,1.2,920065,78.4,"1,000,000+",Free,0.0,Teen,Education,Positive
App_583,Health & Fitness,4.4,407607,64.8,"100,000+",Free,0.0,Mature 17+,Education,Positive
App_584,Productivity,1.1,702264,5.8,"10,000+",Paid,3.48,Everyone,Social,Neutral
